window,modello,trimestre,n_metodi,completo,allineato,spread_gg,tenuto,motivo
completo,cbvar,2022Q3,3,False,False,0,False,metodi mancanti
completo,cbvar,2022Q4,3,False,False,0,False,metodi mancanti
completo,cbvar,2023Q1,4,True,True,0,True,
completo,cbvar,2023Q2,4,True,True,0,True,
completo,cbvar,2023Q3,4,True,True,0,True,
completo,cbvar,2023Q4,4,True,True,0,True,
completo,cbvar,2024Q1,4,True,True,0,True,
completo,cbvar,2024Q2,4,True,True,0,True,
completo,cbvar,2024Q3,4,True,True,0,True,
completo,cbvar,2024Q4,4,True,True,0,True,
completo,cbvar,2025Q1,4,True,True,0,True,
completo,cbvar,2025Q2,4,True,True,0,True,
completo,cbvar,2025Q3,4,True,True,0,True,
completo,cbvar,2025Q4,4,True,False,28,False,stime finali fuori dalla settimana di rilascio
completo,cbvar,2026Q1,4,True,False,119,False,stime finali fuori dalla settimana di rilascio
completo,bbvar,2006Q4,4,True,True,0,True,
completo,bbvar,2007Q1,4,True,True,0,True,
completo,bbvar,2007Q2,4,True,True,0,True,
completo,bbvar,2007Q3,4,True,True,0,True,
completo,bbvar,2007Q4,4,True,True,0,True,
completo,bbvar,2008Q1,4,True,True,0,True,
completo,bbvar,2008Q2,4,True,True,0,True,
completo,bbvar,2008Q3,4,True,True,0,True,
completo,bbvar,2008Q4,4,True,True,0,True,
completo,bbvar,2009Q1,4,True,True,0,True,
completo,bbvar,2009Q2,4,True,True,0,True,
completo,bbvar,2009Q3,4,True,True,0,True,
completo,bbvar,2009Q4,4,True,True,0,True,
completo,bbvar,2010Q1,4,True,True,0,True,
completo,bbvar,2010Q2,4,True,True,0,True,
completo,bbvar,2010Q3,4,True,True,0,True,
completo,bbvar,2010Q4,4,True,True,0,True,
completo,bbvar,2011Q1,4,True,True,0,True,
completo,bbvar,2011Q2,4,True,True,0,True,
completo,bbvar,2011Q3,4,True,True,0,True,
completo,bbvar,2011Q4,4,True,True,0,True,
completo,bbvar,2012Q1,4,True,True,0,True,
completo,bbvar,2012Q2,4,True,True,0,True,
completo,bbvar,2012Q3,4,True,True,0,True,
completo,bbvar,2012Q4,4,True,True,0,True,
completo,bbvar,2013Q1,4,True,True,0,True,
completo,bbvar,2013Q2,4,True,True,0,True,
completo,bbvar,2013Q3,4,True,True,0,True,
completo,bbvar,2013Q4,4,True,True,0,True,
completo,bbvar,2014Q1,4,True,True,0,True,
completo,bbvar,2014Q2,4,True,True,0,True,
completo,bbvar,2014Q3,4,True,True,0,True,
completo,bbvar,2014Q4,4,True,True,0,True,
completo,bbvar,2015Q1,4,True,True,0,True,
completo,bbvar,2015Q2,4,True,True,0,True,
completo,bbvar,2015Q3,4,True,True,0,True,
completo,bbvar,2015Q4,4,True,True,0,True,
completo,bbvar,2016Q1,4,True,True,0,True,
completo,bbvar,2016Q2,4,True,True,0,True,
completo,bbvar,2016Q3,4,True,True,0,True,
completo,bbvar,2016Q4,4,True,True,0,True,
completo,bbvar,2017Q1,4,True,True,0,True,
completo,bbvar,2017Q2,4,True,True,0,True,
completo,bbvar,2017Q3,4,True,True,0,True,
completo,bbvar,2017Q4,4,True,True,0,True,
completo,bbvar,2018Q1,4,True,True,0,True,
completo,bbvar,2018Q2,4,True,True,0,True,
completo,bbvar,2018Q3,4,True,True,0,True,
completo,bbvar,2018Q4,4,True,True,0,True,
completo,bbvar,2019Q1,4,True,True,0,True,
completo,bbvar,2019Q2,4,True,True,0,True,
completo,bbvar,2019Q3,4,True,True,0,True,
completo,bbvar,2019Q4,4,True,True,0,True,
completo,bbvar,2020Q1,4,True,True,0,True,
completo,bbvar,2020Q2,4,True,True,0,True,
completo,bbvar,2020Q3,4,True,True,0,True,
completo,bbvar,2020Q4,4,True,True,0,True,
completo,bbvar,2021Q1,4,True,True,0,True,
completo,bbvar,2021Q2,4,True,True,0,True,
completo,bbvar,2021Q3,4,True,False,56,False,stime finali fuori dalla settimana di rilascio
completo,bbvar,2021Q4,3,False,False,0,False,metodi mancanti
completo,bbvar,2022Q1,3,False,False,0,False,metodi mancanti
completo,bbvar,2022Q2,3,False,False,0,False,metodi mancanti
completo,bbvar,2022Q3,3,False,False,0,False,metodi mancanti
completo,bbvar,2022Q4,3,False,False,0,False,metodi mancanti
completo,bbvar,2023Q1,4,True,True,0,True,
completo,bbvar,2023Q2,4,True,True,0,True,
completo,bbvar,2023Q3,4,True,True,0,True,
completo,bbvar,2023Q4,4,True,True,0,True,
completo,bbvar,2024Q1,4,True,True,0,True,
completo,bbvar,2024Q2,4,True,True,0,True,
completo,bbvar,2024Q3,4,True,True,0,True,
completo,bbvar,2024Q4,4,True,True,0,True,
completo,bbvar,2025Q1,4,True,True,0,True,
completo,bbvar,2025Q2,4,True,True,0,True,
completo,bbvar,2025Q3,4,True,True,0,True,
completo,bbvar,2025Q4,4,True,False,28,False,stime finali fuori dalla settimana di rilascio
completo,bbvar,2026Q1,4,True,False,119,False,stime finali fuori dalla settimana di rilascio
completo,lbvar,2006Q4,4,True,True,0,True,
completo,lbvar,2007Q1,4,True,True,0,True,
completo,lbvar,2007Q2,4,True,True,0,True,
completo,lbvar,2007Q3,4,True,True,0,True,
completo,lbvar,2007Q4,4,True,True,0,True,
completo,lbvar,2008Q1,4,True,True,0,True,
completo,lbvar,2008Q2,4,True,True,0,True,
completo,lbvar,2008Q3,4,True,True,0,True,
completo,lbvar,2008Q4,4,True,True,0,True,
completo,lbvar,2009Q1,4,True,True,0,True,
completo,lbvar,2009Q2,4,True,True,0,True,
completo,lbvar,2009Q3,4,True,True,0,True,
completo,lbvar,2009Q4,4,True,True,0,True,
completo,lbvar,2010Q1,4,True,True,0,True,
completo,lbvar,2010Q2,4,True,True,0,True,
completo,lbvar,2010Q3,4,True,True,0,True,
completo,lbvar,2010Q4,4,True,True,0,True,
completo,lbvar,2011Q1,4,True,True,0,True,
completo,lbvar,2011Q2,4,True,True,0,True,
completo,lbvar,2011Q3,4,True,True,0,True,
completo,lbvar,2011Q4,4,True,True,0,True,
completo,lbvar,2012Q1,4,True,True,0,True,
completo,lbvar,2012Q2,4,True,True,0,True,
completo,lbvar,2012Q3,4,True,True,0,True,
completo,lbvar,2012Q4,4,True,True,0,True,
completo,lbvar,2013Q1,4,True,True,0,True,
completo,lbvar,2013Q2,4,True,True,0,True,
completo,lbvar,2013Q3,4,True,True,0,True,
completo,lbvar,2013Q4,4,True,True,0,True,
completo,lbvar,2014Q1,4,True,True,0,True,
completo,lbvar,2014Q2,4,True,True,0,True,
completo,lbvar,2014Q3,4,True,True,0,True,
completo,lbvar,2014Q4,4,True,True,0,True,
completo,lbvar,2015Q1,4,True,True,0,True,
completo,lbvar,2015Q2,4,True,True,0,True,
completo,lbvar,2015Q3,4,True,True,0,True,
completo,lbvar,2015Q4,4,True,True,0,True,
completo,lbvar,2016Q1,4,True,True,0,True,
completo,lbvar,2016Q2,4,True,True,0,True,
completo,lbvar,2016Q3,4,True,True,0,True,
completo,lbvar,2016Q4,4,True,True,0,True,
completo,lbvar,2017Q1,4,True,True,0,True,
completo,lbvar,2017Q2,4,True,True,0,True,
completo,lbvar,2017Q3,4,True,True,0,True,
completo,lbvar,2017Q4,4,True,True,0,True,
completo,lbvar,2018Q1,4,True,True,0,True,
completo,lbvar,2018Q2,4,True,True,0,True,
completo,lbvar,2018Q3,4,True,True,0,True,
completo,lbvar,2018Q4,4,True,True,0,True,
completo,lbvar,2019Q1,4,True,True,0,True,
completo,lbvar,2019Q2,4,True,True,0,True,
completo,lbvar,2019Q3,4,True,True,0,True,
completo,lbvar,2019Q4,4,True,True,0,True,
completo,lbvar,2020Q1,4,True,True,0,True,
completo,lbvar,2020Q2,4,True,True,0,True,
completo,lbvar,2020Q3,4,True,True,0,True,
completo,lbvar,2020Q4,4,True,True,0,True,
completo,lbvar,2021Q1,4,True,True,0,True,
completo,lbvar,2021Q2,4,True,True,0,True,
completo,lbvar,2021Q3,4,True,False,56,False,stime finali fuori dalla settimana di rilascio
completo,lbvar,2021Q4,3,False,False,0,False,metodi mancanti
completo,lbvar,2022Q1,3,False,False,0,False,metodi mancanti
completo,lbvar,2022Q2,3,False,False,0,False,metodi mancanti
completo,lbvar,2022Q3,3,False,False,0,False,metodi mancanti
completo,lbvar,2022Q4,3,False,False,0,False,metodi mancanti
completo,lbvar,2023Q1,4,True,True,0,True,
completo,lbvar,2023Q2,4,True,True,0,True,
completo,lbvar,2023Q3,4,True,True,0,True,
completo,lbvar,2023Q4,4,True,True,0,True,
completo,lbvar,2024Q1,4,True,True,0,True,
completo,lbvar,2024Q2,4,True,True,0,True,
completo,lbvar,2024Q3,4,True,True,0,True,
completo,lbvar,2024Q4,4,True,True,0,True,
completo,lbvar,2025Q1,4,True,True,0,True,
completo,lbvar,2025Q2,4,True,True,0,True,
completo,lbvar,2025Q3,4,True,True,0,True,
completo,lbvar,2025Q4,4,True,False,28,False,stime finali fuori dalla settimana di rilascio
completo,lbvar,2026Q1,4,True,False,119,False,stime finali fuori dalla settimana di rilascio
2007-2019,tutti,2006Q4,7,True,True,0,True,
2007-2019,tutti,2007Q1,7,True,True,0,True,
2007-2019,tutti,2007Q2,7,True,True,0,True,
2007-2019,tutti,2007Q3,7,True,True,0,True,
2007-2019,tutti,2007Q4,7,True,True,0,True,
2007-2019,tutti,2008Q1,7,True,True,0,True,
2007-2019,tutti,2008Q2,7,True,True,0,True,
2007-2019,tutti,2008Q3,7,True,True,0,True,
2007-2019,tutti,2008Q4,7,True,True,0,True,
2007-2019,tutti,2009Q1,7,True,True,0,True,
2007-2019,tutti,2009Q2,7,True,True,0,True,
2007-2019,tutti,2009Q3,7,True,True,0,True,
2007-2019,tutti,2009Q4,7,True,True,0,True,
2007-2019,tutti,2010Q1,7,True,True,0,True,
2007-2019,tutti,2010Q2,7,True,True,0,True,
2007-2019,tutti,2010Q3,7,True,True,0,True,
2007-2019,tutti,2010Q4,7,True,True,0,True,
2007-2019,tutti,2011Q1,7,True,True,0,True,
2007-2019,tutti,2011Q2,7,True,True,0,True,
2007-2019,tutti,2011Q3,7,True,True,0,True,
2007-2019,tutti,2011Q4,7,True,True,0,True,
2007-2019,tutti,2012Q1,7,True,True,0,True,
2007-2019,tutti,2012Q2,7,True,True,0,True,
2007-2019,tutti,2012Q3,7,True,True,0,True,
2007-2019,tutti,2012Q4,7,True,True,0,True,
2007-2019,tutti,2013Q1,7,True,True,0,True,
2007-2019,tutti,2013Q2,7,True,True,0,True,
2007-2019,tutti,2013Q3,7,True,True,0,True,
2007-2019,tutti,2013Q4,7,True,True,0,True,
2007-2019,tutti,2014Q1,7,True,True,0,True,
2007-2019,tutti,2014Q2,7,True,True,0,True,
2007-2019,tutti,2014Q3,7,True,True,0,True,
2007-2019,tutti,2014Q4,7,True,True,0,True,
2007-2019,tutti,2015Q1,7,True,True,0,True,
2007-2019,tutti,2015Q2,7,True,True,0,True,
2007-2019,tutti,2015Q3,7,True,True,0,True,
2007-2019,tutti,2015Q4,7,True,True,0,True,
2007-2019,tutti,2016Q1,7,True,True,0,True,
2007-2019,tutti,2016Q2,7,True,True,0,True,
2007-2019,tutti,2016Q3,7,True,True,0,True,
2007-2019,tutti,2016Q4,7,True,True,0,True,
2007-2019,tutti,2017Q1,7,True,True,0,True,
2007-2019,tutti,2017Q2,7,True,True,0,True,
2007-2019,tutti,2017Q3,7,True,True,0,True,
2007-2019,tutti,2017Q4,7,True,True,0,True,
2007-2019,tutti,2018Q1,7,True,True,0,True,
2007-2019,tutti,2018Q2,7,True,True,0,True,
2007-2019,tutti,2018Q3,7,True,True,0,True,
2007-2019,tutti,2018Q4,7,True,True,0,True,
2007-2019,tutti,2019Q1,7,True,True,0,True,
2007-2019,tutti,2019Q2,7,True,True,0,True,
2007-2019,tutti,2019Q3,7,True,True,0,True,
2007-2019,tutti,2019Q4,7,True,False,28,False,stime finali fuori dalla settimana di rilascio
2007-2019,tutti,2020Q1,7,True,False,119,False,stime finali fuori dalla settimana di rilascio
2007-2021,tutti,2006Q4,7,True,True,0,True,
2007-2021,tutti,2007Q1,7,True,True,0,True,
2007-2021,tutti,2007Q2,7,True,True,0,True,
2007-2021,tutti,2007Q3,7,True,True,0,True,
2007-2021,tutti,2007Q4,7,True,True,0,True,
2007-2021,tutti,2008Q1,7,True,True,0,True,
2007-2021,tutti,2008Q2,7,True,True,0,True,
2007-2021,tutti,2008Q3,7,True,True,0,True,
2007-2021,tutti,2008Q4,7,True,True,0,True,
2007-2021,tutti,2009Q1,7,True,True,0,True,
2007-2021,tutti,2009Q2,7,True,True,0,True,
2007-2021,tutti,2009Q3,7,True,True,0,True,
2007-2021,tutti,2009Q4,7,True,True,0,True,
2007-2021,tutti,2010Q1,7,True,True,0,True,
2007-2021,tutti,2010Q2,7,True,True,0,True,
2007-2021,tutti,2010Q3,7,True,True,0,True,
2007-2021,tutti,2010Q4,7,True,True,0,True,
2007-2021,tutti,2011Q1,7,True,True,0,True,
2007-2021,tutti,2011Q2,7,True,True,0,True,
2007-2021,tutti,2011Q3,7,True,True,0,True,
2007-2021,tutti,2011Q4,7,True,True,0,True,
2007-2021,tutti,2012Q1,7,True,True,0,True,
2007-2021,tutti,2012Q2,7,True,True,0,True,
2007-2021,tutti,2012Q3,7,True,True,0,True,
2007-2021,tutti,2012Q4,7,True,True,0,True,
2007-2021,tutti,2013Q1,7,True,True,0,True,
2007-2021,tutti,2013Q2,7,True,True,0,True,
2007-2021,tutti,2013Q3,7,True,True,0,True,
2007-2021,tutti,2013Q4,7,True,True,0,True,
2007-2021,tutti,2014Q1,7,True,True,0,True,
2007-2021,tutti,2014Q2,7,True,True,0,True,
2007-2021,tutti,2014Q3,7,True,True,0,True,
2007-2021,tutti,2014Q4,7,True,True,0,True,
2007-2021,tutti,2015Q1,7,True,True,0,True,
2007-2021,tutti,2015Q2,7,True,True,0,True,
2007-2021,tutti,2015Q3,7,True,True,0,True,
2007-2021,tutti,2015Q4,7,True,True,0,True,
2007-2021,tutti,2016Q1,7,True,True,0,True,
2007-2021,tutti,2016Q2,7,True,True,0,True,
2007-2021,tutti,2016Q3,7,True,True,0,True,
2007-2021,tutti,2016Q4,7,True,True,0,True,
2007-2021,tutti,2017Q1,7,True,True,0,True,
2007-2021,tutti,2017Q2,7,True,True,0,True,
2007-2021,tutti,2017Q3,7,True,True,0,True,
2007-2021,tutti,2017Q4,7,True,True,0,True,
2007-2021,tutti,2018Q1,7,True,True,0,True,
2007-2021,tutti,2018Q2,7,True,True,0,True,
2007-2021,tutti,2018Q3,7,True,True,0,True,
2007-2021,tutti,2018Q4,7,True,True,0,True,
2007-2021,tutti,2019Q1,7,True,True,0,True,
2007-2021,tutti,2019Q2,7,True,True,0,True,
2007-2021,tutti,2019Q3,7,True,True,0,True,
2007-2021,tutti,2019Q4,7,True,True,0,True,
2007-2021,tutti,2020Q1,7,True,True,0,True,
2007-2021,tutti,2020Q2,7,True,True,0,True,
2007-2021,tutti,2020Q3,7,True,True,0,True,
2007-2021,tutti,2020Q4,7,True,True,0,True,
2007-2021,tutti,2021Q1,7,True,True,0,True,
2007-2021,tutti,2021Q2,7,True,True,0,True,
2007-2021,tutti,2021Q3,7,True,False,56,False,stime finali fuori dalla settimana di rilascio
2007-2021,tutti,2021Q4,6,False,False,0,False,metodi mancanti
2007-2021,tutti,2022Q1,6,False,False,0,False,metodi mancanti
2007-2025,tutti,2006Q4,7,True,True,0,True,
2007-2025,tutti,2007Q1,7,True,True,0,True,
2007-2025,tutti,2007Q2,7,True,True,0,True,
2007-2025,tutti,2007Q3,7,True,True,0,True,
2007-2025,tutti,2007Q4,7,True,True,0,True,
2007-2025,tutti,2008Q1,7,True,True,0,True,
2007-2025,tutti,2008Q2,7,True,True,0,True,
2007-2025,tutti,2008Q3,7,True,True,0,True,
2007-2025,tutti,2008Q4,7,True,True,0,True,
2007-2025,tutti,2009Q1,7,True,True,0,True,
2007-2025,tutti,2009Q2,7,True,True,0,True,
2007-2025,tutti,2009Q3,7,True,True,0,True,
2007-2025,tutti,2009Q4,7,True,True,0,True,
2007-2025,tutti,2010Q1,7,True,True,0,True,
2007-2025,tutti,2010Q2,7,True,True,0,True,
2007-2025,tutti,2010Q3,7,True,True,0,True,
2007-2025,tutti,2010Q4,7,True,True,0,True,
2007-2025,tutti,2011Q1,7,True,True,0,True,
2007-2025,tutti,2011Q2,7,True,True,0,True,
