window,modello,trimestre,realizzato,fed,err_fed,mio_migliore,err_migliore,mio_peggiore,err_peggiore
completo,cbvar,2017Q4,4.584974811729059,3.88,-0.7049748117290591,cbvar/authors,-0.9105347523719391,cbvar/authors,-0.9105347523719391
completo,cbvar,2018Q1,3.293553047698339,2.97,-0.3235530476983386,cbvar/authors,-0.9180575967607685,cbvar/authors,-0.9180575967607685
completo,cbvar,2018Q2,2.140266992640893,2.78,0.6397330073591068,cbvar/authors,0.8358628406613837,cbvar/authors,0.8358628406613837
completo,cbvar,2018Q3,2.5182268082057035,2.18,-0.3382268082057034,cbvar/authors,0.3360613849758054,cbvar/authors,0.3360613849758054
completo,cbvar,2018Q4,0.5677817986818878,2.57,2.002218201318112,cbvar/authors,1.8657968572006083,cbvar/authors,1.8657968572006083
completo,cbvar,2019Q1,2.520756202743435,1.43,-1.090756202743435,cbvar/authors,0.15823029688882828,cbvar/authors,0.15823029688882828
completo,cbvar,2019Q2,3.382664959003589,1.5,-1.882664959003589,cbvar/authors,-1.4971963943185336,cbvar/authors,-1.4971963943185336
completo,cbvar,2019Q3,4.762784209178728,1.91,-2.8527842091787274,cbvar/authors,-2.9799629429585806,cbvar/authors,-2.9799629429585806
completo,cbvar,2019Q4,2.755535957854649,1.22,-1.535535957854649,cbvar/authors,-1.4888509921459958,cbvar/authors,-1.4888509921459958
completo,cbvar,2020Q1,-5.16223383893778,-0.4,4.76223383893778,cbvar/authors,5.104026176053156,cbvar/authors,5.104026176053156
completo,cbvar,2020Q2,-27.97614656719044,-14.27,13.70614656719044,cbvar/authors,11.069155653276745,cbvar/authors,11.069155653276745
completo,cbvar,2020Q3,34.85500597467652,13.75,-21.105005974676523,cbvar/authors,-13.970050901016663,cbvar/authors,-13.970050901016663
completo,cbvar,2020Q4,4.611736044615711,2.58,-2.0317360446157107,cbvar/authors,4.453573759149629,cbvar/authors,4.453573759149629
completo,cbvar,2021Q1,5.701255644273506,6.86,1.158744355726494,cbvar/authors,-0.9780507931068438,cbvar/authors,-0.9780507931068438
