window,trimestre,realizzato,fed,err_fed,mio_migliore,err_migliore,mio_peggiore,err_peggiore
2007-2025,2013Q3,3.4493139225505898,2.15,-1.2993139225505899,diag3/student_t_ar1_shared,-0.28118803554044725,diag3/student_t,-0.426031993803222
2007-2025,2013Q4,3.532828598657445,3.42,-0.11282859865744488,diag3/student_t,-0.017128788808484785,diag3/student_t_ar1_shared,-0.35211581573342254
2007-2025,2014Q1,-1.3732548917761769,2.23,3.603254891776177,diag3/student_t,4.520618236103391,diag3/student_t_ar1,4.764688584874754
2007-2025,2014Q2,5.268365026582655,3.07,-2.1983650265826555,diag3/student_t_ar1_shared,-1.3515190598780924,diag3/student_t,-1.9691323529454237
2007-2025,2014Q3,4.950916534930627,2.2,-2.750916534930627,diag3/gaussian,-1.0391368434982784,diag3/student_t_ar1_shared,-1.889488000806927
2007-2025,2014Q4,2.0383303103057804,2.56,0.5216696896942197,diag3/student_t_ar1_shared,1.455455966237551,diag3/gaussian,1.9047861622395685
2007-2025,2015Q1,3.650885031119766,0.64,-3.010885031119766,diag3/gaussian,-0.6018240145896803,diag3/student_t_ar1,-1.545754769924046
2007-2025,2015Q2,2.500735310964308,2.2,-0.3007353109643076,diag3/student_t,0.22467187528640897,diag3/student_t_ar1,-0.7130759675614491
2007-2025,2015Q3,1.61061768429811,2.02,0.4093823157018901,diag3/student_t_ar1,0.8036657054625749,diag3/gaussian,1.1169159226800842
2007-2025,2015Q4,0.7399609712167354,1.42,0.6800390287832645,diag3/student_t_ar1,0.5013862864990726,diag3/student_t,1.3700699584850766
2007-2025,2016Q1,2.3383061524439253,0.7,-1.6383061524439253,diag3/student_t,-0.43232745011243523,diag3/student_t_ar1,-1.2555915839598697
2007-2025,2016Q2,1.290696770237454,2.17,0.8793032297625458,diag3/student_t_ar1,0.8823757938865915,diag3/student_t,1.147172042925315
2007-2025,2016Q3,2.8678981414693494,2.22,-0.6478981414693492,diag3/gaussian_ar1,-0.34099171122228267,diag3/student_t_ar1_shared,-0.4794141507456384
2007-2025,2016Q4,2.235699518586598,2.02,-0.21569951858659797,diag3/student_t_ar1_shared,0.22545244599143643,diag3/gaussian,0.5203941565312458
2007-2025,2017Q1,1.9618307902452337,2.65,0.6881692097547663,diag3/student_t_ar1_shared,1.3020547817314871,diag3/gaussian,1.6498770152565183
2007-2025,2017Q2,2.258367983115228,2.04,-0.2183679831152281,diag3/student_t_ar1_shared,0.8394483536376507,diag3/gaussian,1.391274800221165
2007-2025,2017Q3,3.1915992394406345,1.6,-1.5915992394406344,diag3/student_t_ar1_shared,-0.00598796715534089,diag3/gaussian,0.7099285803970679
2007-2025,2017Q4,4.584974811729059,3.88,-0.7049748117290591,diag3/gaussian,-0.24175684558467303,diag3/student_t_ar1_shared,-0.8501974304986342
2007-2025,2018Q1,3.293553047698339,2.97,-0.3235530476983386,diag3/student_t_ar1_shared,0.4421745732350324,diag3/gaussian,1.106516905890076
2007-2025,2018Q2,2.140266992640893,2.78,0.6397330073591068,diag3/student_t_ar1_shared,1.5373511970584013,diag3/gaussian,2.078082520322489
2007-2025,2018Q3,2.5182268082057035,2.18,-0.3382268082057034,diag3/student_t_ar1_shared,0.8522213674863495,diag3/gaussian,1.7329634764994717
2007-2025,2018Q4,0.5677817986818878,2.57,2.002218201318112,diag3/student_t_ar1,2.469794488372501,diag3/gaussian,3.458317481779427
2007-2025,2019Q1,2.520756202743435,1.43,-1.090756202743435,diag3/student_t_ar1_shared,-0.17604962427664184,diag3/gaussian,0.8264456723965581
