,PAYEMS,CPIAUCSL,DGORDER,RSAFS,HSN1F,HOUST,UNRATE,INDPRO,PPIFIS,USPRIV,GACDISA066MSFRBNY,WHLSLRIMSA,TTLCONS,GACDFSA066MSFRBPHI,IR,PERMIT,TCU,PCEPILFE,CPILFESL,BUSINV,JTSJOL,PCEC96,PCEPI,IQ,AMDMVS,AMTMUO,AMDMTI,DSPIC96,BOPTEXP,BOPTIMP,ISM_PMI,ISM_PRICES,ISM_EMP,ISM_NMI,ULCNFB,A261RX1Q020SBEA,GDPC1
1985-11-30,210.0,0.45977092486295495,,,11.251046625139963,-7.704828594511757,-0.09999999999999964,0.3511742394005247,,190.0,,,,19.7,,-51.0,0.13309999999999889,0.24492871785754727,0.5415175687776784,,,,0.2904767240600955,,,,,0.16472228834314917,,,52.0,45.7,44.5,,,,
1985-12-31,166.0,0.45766670274118937,,,-1.6506564601702411,13.42672819799775,0.0,0.9583811447792263,,146.0,,,,13.4,,102.0,0.6266000000000105,0.27187849207138703,0.26966308475995404,,,,0.33487670416307536,,,,,0.6101416833329546,,,50.7,48.7,42.6,,5.884456015208285,2.2421890637501023,2.9627967314766144
1986-01-31,123.0,0.36463121530203,,,1.6506564601702407,1.5329886311310479,-0.2999999999999998,0.5520329372935857,,102.0,,,,22.4,,53.0,0.3201999999999998,0.5376357036380496,0.4478287824695973,,,,0.4591214139446631,,,,,0.19198888871296174,,,51.2,48.4,45.1,,,,
1986-02-28,115.0,-0.1821494128391132,,,-0.6844653689965484,-6.49442829609513,0.5,-0.7043822871457366,,71.0,,,,19.8,,-80.0,-0.6629000000000076,0.2579789184599876,0.2677377770716394,,,,0.0,,,,,0.5248940921954092,,,51.0,49.7,43.0,,,,
1986-03-31,87.0,-0.5484474442159452,,,18.96208592755661,1.5037877364540502,0.0,-0.7148371663592743,,91.0,,,,14.0,,13.0,-0.6547999999999945,0.3040286101682047,0.26702285558788924,,,,-0.21948742839829594,,,,,1.0166228659880856,,,51.0,49.0,43.4,,0.9617084566605707,3.9292847008450136,3.717660621445499
1986-04-30,187.0,-0.367309871186135,,,-2.6483988874472355,2.993134964216082,-0.10000000000000053,0.14326780252777482,,177.0,,,,3.2,,78.0,0.02779999999999916,0.18080902360475484,0.35492495111414896,,,,-0.20424201915323265,,,,,0.3723644745305648,,,49.7,42.8,42.2,,,,
1986-05-31,127.0,0.2756088101979984,,,-8.267159775190557,-4.172773308253042,0.10000000000000053,0.14759828720571108,,102.0,,,,1.9,,-61.0,0.03659999999999286,0.17078760507348514,0.17699119664584137,,,,0.1826592146783261,,,,,0.08394087325043663,,,53.4,49.5,45.4,,,,
1986-06-30,-93.0,0.36630077587372417,,,-8.046527264918831,-0.3782765926560475,0.0,-0.4037339462127242,,-82.0,,,,2.8,,-7.0,-0.39179999999998927,0.30011155687390834,0.2649008171577084,,,,0.37214082433774914,,,,,-0.09327198785883785,,,50.5,51.3,43.3,,1.4701433957606096,1.1088804634562586,1.797142218030421
1986-07-31,318.0,0.09136592686745454,,,-4.208194543431346,-3.58263721684853,-0.20000000000000018,0.6512386430606951,,318.0,,,,11.8,,-10.0,0.43319999999999936,0.181565374765041,0.35211303985787396,,,,0.025411718848572882,,,,,0.4964483186398653,,,48.0,49.3,41.9,,,,
1986-08-31,115.0,0.09128252573596816,,,-11.68880208288937,1.3931682561473975,-0.09999999999999964,-0.185661719812736,,94.0,,,,6.8,,-54.0,-0.22410000000000707,0.20434923829188642,0.35087755296792705,,,,0.12500978266785556,,,,,0.11754517562280291,,,52.6,51.5,44.5,,,,
1986-09-30,346.0,0.364299127850123,,,20.592694935097818,-6.871620804626017,0.09999999999999964,0.25494743751626303,,236.0,,,,10.6,,-40.0,0.11490000000000578,0.3287800617899097,0.3496507058729306,,,,0.3274090857408911,,,,,0.054086214742697744,,,52.4,57.1,43.9,,3.266050456161292,2.4977843045669057,3.80848378140079
1986-10-31,187.0,0.1816530926398007,,,-13.147397115622859,-0.356294913735268,0.0,0.42533405515879147,,128.0,,,,9.1,,-11.0,0.23989999999999156,0.3391814996598657,0.3484324082610843,,,,0.17884223887383996,,,,,-0.10665513535278402,,,51.2,56.9,43.7,,,,
1986-11-30,187.0,0.18132371241809436,,,5.524660576834439,-3.5112565894024352,-0.09999999999999964,0.39986071649555655,,151.0,,,,16.4,,-31.0,0.21040000000000703,0.21212158120507035,0.2605298911763173,,,,0.17852296432260933,,,,,0.010825272382162403,,,51.2,57.1,42.2,,,,
1986-12-31,201.0,0.36166404701885146,,,10.337835445383519,12.167768032511388,-0.3000000000000007,0.9439539139524314,,185.0,,,,22.8,,259.0,0.6311999999999927,0.12972644804532749,0.2598528963263731,,,,0.13755560092463767,,,,,0.10973301978201296,,,50.5,57.0,44.5,,6.185318025161102,3.1322265210623623,2.1398376668468657
1987-01-31,169.0,0.5400553180000289,,,-10.055349381828036,-3.271708497018022,0.0,-0.34937346824051796,,145.0,,,,5.8,,-213.0,-0.40099999999999625,0.23993156325909093,0.25917941074290246,,,,0.46936200899848496,,,,,0.314620864091074,,,54.9,61.1,47.3,,,,
1987-02-28,241.0,0.3584233227815107,,,3.192498742918401,0.5621150270429911,0.0,1.3094911768060107,,250.0,,,,9.3,,-1.0,0.9017999999999944,0.2033003749722225,0.25850940721048554,,,,0.3501013482720807,,,,,0.47314823429631747,,,52.6,62.5,46.6,,,,
1987-03-31,245.0,0.35714323675971793,,,-2.6299093547015593,-3.305144149658147,0.0,0.14471947964986084,,217.0,,,,5.6,,15.0,-0.03299999999998704,0.2956619480332242,0.3436429498581097,,,,0.2646468128173537,,,,,0.08425568266818212,,,55.0,62.7,48.3,,3.647272001572325,4.12280332767813,2.9564271974161294
1987-04-30,335.0,0.444642795713462,,,3.0389078798540683,-6.709102281347919,-0.2999999999999998,0.6311114231136002,,290.0,,,,14.3,,-103.0,0.34909999999999286,0.42301726819625896,0.5985481743037824,,,,0.3727674140537111,,,,,-3.8747354567359698,,,55.5,65.6,51.3,,,,
1987-05-31,229.0,0.26583976666098774,,,-12.136085700426747,0.8636697732591564,0.0,0.6302766762669093,,226.0,,,,19.7,,-101.0,0.34480000000000643,0.28039424085844294,0.3404258606801387,,,,0.2534517464280963,,,,,3.9742189162513366,,,57.2,67.6,50.9,,,,
1987-06-30,172.0,0.44150182091166934,,,-2.1739986636405875,-2.1105687212325237,-0.09999999999999964,0.5166029302833371,,160.0,,,,13.0,,22.0,0.25219999999998777,0.27398819849980804,0.16977932770942702,,,,0.3780291917704381,,,,,-0.14390033559499954,,,57.4,72.6,51.4,,0.22222565734618446,6.325282225711984,4.289627008298439
1987-07-31,347.0,0.2639684770773245,,,3.2435275753153956,-1.1991308090426924,-0.10000000000000053,0.6797065473966343,,311.0,,,,15.5,,-6.0,0.388300000000001,0.2582868418254017,0.33869634410158805,,,,0.23105195688563226,,,,,0.2784281328122026,,,57.5,74.3,46.6,,,,
1987-08-31,173.0,0.4384049108534449,,,-0.15209128407067313,1.8868484304382735,-0.09999999999999964,0.7478081537837741,,161.0,,,,30.1,,-5.0,0.45300000000000296,0.3377593552212268,0.3375530631281214,,,,0.39458209499934405,,,,,0.42988526392630916,,,59.3,77.4,52.4,,,,
1987-09-30,227.0,0.34934533345601265,,,1.3605652055778679,5.45589842504344,-0.09999999999999964,0.39317740129068796,,264.0,,,,26.3,,3.0,0.17560000000000286,0.39601803157668475,0.4203453015626923,,,,0.3367101551231118,,,,,0.019772915732938875,,,60.0,77.3,54.5,,3.9790936196342086,5.7729223147052355,3.4537585332303293
1987-10-31,491.0,0.2612104227924961,,,-2.4317307650706357,-11.226730187108117,0.09999999999999964,1.323349510920745,,357.0,,,,27.2,,-67.0,0.9551000000000016,0.4258713641173575,0.5020931050099444,,,,0.31686239258870663,,,,,0.6714740763294156,,,60.7,78.1,54.6,,,,
1987-11-30,234.0,0.3472225710749279,,,-3.9220713153281266,8.898961700173556,-0.20000000000000018,0.4865946043528878,,204.0,,,,11.8,,10.0,0.2843999999999909,0.20856989574059107,0.2501043404588873,,,,0.1888892567489455,,,,,0.42961543952947223,,,58.8,79.2,53.7,,,,
1987-12-31,289.0,0.1731602164277894,,,-4.919024419077179,-16.793281934185504,-0.09999999999999964,0.5592546578943132,,241.0,,,,29.8,,-112.0,0.36240000000000805,0.20997576417396677,0.24948037887828717,,,,0.18480325585089027,,,,,0.9491373387607888,,,61.0,80.2,59.1,,0.7447427600821722,5.309768458200625,6.809534933022962
1988-01-31,92.0,0.34542348680876034,,,-1.694955831377332,-9.666824441389599,0.0,-0.019700828905737502,,74.0,,,,3.5,,-101.0,-0.10269999999999868,0.4717552689353364,0.41442247460262704,,,,0.3871645071481888,,,,,0.2782387951541908,,,57.5,78.7,51.2,,,,
1988-02-29,461.0,0.1722653311446156,,,12.5163142954006,14.749714527317623,0.0,0.49992713406416733,,437.0,,,,18.3,,194.0,0.347999999999999,0.20489561154623195,0.24783160144670005,,,,0.14851120276177596,,,,,0.6413079141558465,,,56.2,81.2,52.5,,,,
