window,metodo,fase,n,n_com,RMSE,RMSE_com,RMSE_rel_ar2,MAE,Bias,corr,MDA,MDA_com,n_dir,SignAcc
2007-2021,nyfed,nowcast M2,295,295,3.6274124414916487,3.6274124414916487,0.4249428008859624,2.020611028984569,0.1829442762589122,0.8252909224819773,0.7186440677966102,0.7186440677966102,295,0.8949152542372881
2007-2021,nyfed,nowcast M3,232,232,3.504634005740308,3.504634005740308,0.4105595970959029,1.9671994232997234,0.18963778663887254,0.8784382610455382,0.7974137931034483,0.7974137931034483,232,0.896551724137931
2007-2021,nyfed,backcast,233,233,3.7863384668758027,3.7863384668758027,0.44256905104886923,2.005446064584685,0.0979022516707562,0.9051075385016202,0.8122270742358079,0.8122270742358079,229,0.9098712446351931
2007-2021,ar2,forecast,783,285,6.9481440446595615,6.509668836057375,1.0,3.2701204815229157,0.15212313106495667,-0.0873109564699446,0.7496790757381258,0.7614035087719299,779,0.7828863346104725
2007-2021,ar2,nowcast M1,240,235,7.012132314710119,7.055600730782832,1.0,3.2159414816015217,0.09614766895121167,-0.07535401060353421,0.7457627118644068,0.7575757575757576,236,0.8166666666666667
2007-2021,ar2,nowcast M2,300,295,8.536236956900702,8.587934014565542,1.0,3.4430732852036483,-0.46918166545475404,-0.5051301823452964,0.65,0.6610169491525424,300,0.8166666666666667
2007-2021,ar2,nowcast M3,240,232,8.536236956900702,8.659952798304783,1.0,3.4430732852036487,-0.4691816654547537,-0.5051301823452964,0.65,0.6551724137931034,240,0.8166666666666667
2007-2021,ar2,backcast,238,233,8.555362056841405,8.639852096105852,1.0,3.4192603285852465,-0.4568899584753099,-0.5088562769984661,0.6623931623931624,0.6593886462882096,234,0.819327731092437
2007-2021,mean,forecast,783,285,6.397822975402309,5.953413975426078,0.9207959613790337,2.9361638641441195,0.6846115127519933,-0.21386047001093134,0.7894736842105263,0.8140350877192982,779,0.8148148148148148
2007-2021,mean,nowcast M1,240,235,6.3950296868986465,6.433735070376642,0.9119950109160222,2.9060096327864593,0.64871334652331,-0.22296751569490234,0.7923728813559322,0.8051948051948052,236,0.8333333333333334
2007-2021,mean,nowcast M2,300,295,6.405272406711004,6.433766376210116,0.7503625355119712,2.8979733442124345,0.6398322338981183,-0.3059195302757069,0.6666666666666666,0.6779661016949152,300,0.8333333333333334
2007-2021,mean,nowcast M3,240,232,6.405272406711004,6.488315757482329,0.7503625355119712,2.8979733442124345,0.6398322338981182,-0.3059195302757064,0.6666666666666666,0.6724137931034483,240,0.8333333333333334
2007-2021,mean,backcast,238,233,6.408416832314529,6.469690345627775,0.7490526747713683,2.8516265009406383,0.6753452939901929,-0.2756491193513072,0.6794871794871795,0.6768558951965066,234,0.8361344537815126
2007-2025,diag4/gaussian,forecast,991,351,5.957126109643432,5.3508570406022065,0.9588522361471364,2.6956787692898003,0.5636520193489803,-0.09153251264158958,0.745694022289767,0.7663817663817664,987,0.8395560040363269
2007-2025,diag4/gaussian,nowcast M1,304,283,5.007174798915469,5.092203874441477,0.7972883279761722,2.425116402366877,0.5743599101674599,0.5235508595969893,0.7766666666666666,0.7813620071684588,300,0.868421052631579
2007-2025,diag4/gaussian,nowcast M2,380,355,3.5283086268578874,3.5541708009012556,0.46280634048122027,2.0604770036765623,0.4831604349805633,0.8403560202505576,0.7657894736842106,0.752112676056338,380,0.8842105263157894
