window,trimestre,realizzato,fed,err_fed,mio_migliore,err_migliore,mio_peggiore,err_peggiore
2007-2010,2007Q4,2.5367271478347497,1.49,-1.0467271478347497,diag4/student_t_ar1_shared,0.3071822136819553,diag4/gaussian_ar1,0.34762560097798545
2007-2010,2008Q1,-1.6961606735480972,1.43,3.126160673548097,diag4/student_t_ar1,3.7825056469480423,diag4/student_t,3.869937905893739
2007-2010,2008Q2,2.403069701864058,1.99,-0.4130697018640579,diag4/student_t,-1.7367060392567746,diag4/gaussian_ar1,-2.673081305828384
2007-2010,2008Q3,-2.0845363314131338,-0.52,1.5645363314131338,diag4/gaussian,0.6652091035925234,diag4/student_t_ar1_shared,1.407375563394797
2007-2010,2008Q4,-8.472768957225274,-3.47,5.002768957225273,diag4/gaussian_ar1,4.86655069968711,diag4/student_t,5.390105018378388
2007-2010,2009Q1,-4.462803810727223,-3.57,0.8928038107272234,diag4/student_t,-1.0872330786710673,diag4/gaussian_ar1,-2.944311680232147
2007-2010,2009Q2,-0.7126911125331037,0.04,0.7526911125331037,diag4/student_t,-0.881339517607882,diag4/student_t_ar1,-2.1437496034777737
2007-2010,2009Q3,1.412187087697636,5.2,3.787812912302364,diag4/student_t_ar1_shared,2.8322082629229417,diag4/student_t_ar1,3.2115831933379413
2007-2010,2009Q4,4.394263592305325,4.32,-0.07426359230532498,diag4/gaussian_ar1,-0.04271553315673415,diag4/gaussian,0.3246396746028779
2007-2010,2010Q1,1.952133820572155,3.98,2.027866179427845,diag4/student_t_ar1_shared,2.433478635723052,diag4/gaussian,3.3413538986039493
2007-2010,2010Q2,3.926881074055233,4.96,1.033118925944767,diag4/student_t,0.8334563297734299,diag4/gaussian,1.1826305080987698
2007-2010,2010Q3,3.1201978026194954,2.27,-0.8501978026194954,diag4/student_t_ar1_shared,-0.008404162260244874,diag4/gaussian,1.1061517475125848
2019-2021,2018Q4,0.5677817986818878,2.57,2.002218201318112,diag4/student_t_ar1,1.707981226392219,diag4/gaussian,1.880223207285625
2019-2021,2019Q1,2.520756202743435,1.43,-1.090756202743435,diag4/student_t,-1.552622121768854,diag4/student_t_ar1,-1.6615685351805132
2019-2021,2019Q2,3.382664959003589,1.5,-1.882664959003589,diag4/student_t_ar1_shared,-1.9743191740984485,diag4/student_t_ar1,-2.249466258500043
2019-2021,2019Q3,4.762784209178728,1.91,-2.8527842091787274,diag4/student_t_ar1_shared,-2.2606763643802985,diag4/gaussian,-2.718569407431626
2019-2021,2019Q4,2.755535957854649,1.22,-1.535535957854649,diag4/gaussian_ar1,-1.1073651876600366,diag4/gaussian,-1.3157802951858644
2019-2021,2020Q1,-5.16223383893778,-0.4,4.76223383893778,diag4/gaussian,5.38166558024672,diag4/student_t_ar1_shared,5.816397394500428
2019-2021,2020Q2,-27.97614656719044,-14.27,13.70614656719044,diag4/gaussian,14.426267354665212,diag4/gaussian_ar1,17.1051860349131
2019-2021,2020Q3,34.85500597467652,13.75,-21.105005974676523,diag4/student_t_ar1,-12.179317230263354,diag4/student_t,-19.75767866437732
2019-2021,2020Q4,4.611736044615711,2.58,-2.0317360446157107,diag4/student_t_ar1_shared,0.23258769702267923,diag4/gaussian_ar1,3.8456077533249875
2019-2021,2021Q1,5.701255644273506,6.86,1.158744355726494,diag4/student_t_ar1_shared,0.12056994882849814,diag4/gaussian,-2.796670960579739
2019-2021,2021Q2,6.983331307653917,3.16,-3.823331307653917,diag4/gaussian_ar1,0.6472793285417824,diag4/student_t,-1.9846070271957608
2024-2025,2023Q4,3.419215575294809,2.41,-1.0092155752948089,diag4/student_t_ar1_shared,-1.5219898532877527,diag4/gaussian,-2.1203812273474782
2024-2025,2024Q1,0.8420915771010673,2.251,1.4089084228989326,diag4/student_t_ar1,0.16042756660201718,diag4/student_t_ar1_shared,0.5447262647889417
2024-2025,2024Q2,3.5892686664036777,2.015,-1.5742686664036776,diag4/gaussian_ar1,0.0682223949818983,diag4/student_t,-0.4332394229343617
2024-2025,2024Q3,3.340152501559479,2.912,-0.42815250155947915,diag4/student_t,-2.0741110622558345,diag4/gaussian,-2.661918272029906
2024-2025,2024Q4,1.8522267738050768,2.563,0.7107732261949233,diag4/student_t_ar1_shared,-0.12645874266059565,diag4/gaussian,-0.7290467071921602
2024-2025,2025Q1,-0.6484826392524012,2.631,3.279482639252401,diag4/student_t,4.282937244427821,diag4/student_t_ar1,5.269515169280215
2024-2025,2025Q2,3.838033233381988,1.68,-2.158033233381988,diag4/student_t_ar1,-0.7732613259208603,diag4/gaussian_ar1,-1.4687630999437484
2024-2025,2025Q3,4.3753962528716,2.35,-2.0253962528716003,diag4/gaussian_ar1,-1.3229070988669331,diag4/student_t_ar1_shared,-1.99626571271987
